0,5407,1
1,5408,6
2,5410,6
3,5409,5
4,5403,4
5,5415,0
6,5112,0
7,5116,2
8,5414,5
9,5323,2
10,5332,0
11,15004,3
12,5226,16
16,5224,3
17,5232,9
25,5210,3
26,5205,1
27,15007,1
28,5225,4
29,5207,7
30,5218,2
31,5221,2
32,5329,5
33,5330,5
34,5328,4
35,5230,5
36,5331,2
37,5231,3
38,5327,8
39,5325,3
40,5336,6
41,5227,6
42,5335,2
43,5229,1
44,5334,12
45,5337,5
46,5228,6
50,6628,21
51,6641,50
52,6622,79
53,6632,25
54,6638,29
55,6645,22
56,6623,38
57,6646,51
58,6620,35
59,6652,110
60,6653,50
61,6654,0
62,6655,49
63,6674,6
64,16001,19
65,6644,7
66,6535,10
67,6537,2
75,6625,47
76,6636,56
77,6640,75
78,6630,14
79,6647,39
80,6651,26
81,6627,47
82,6637,15
83,6642,41
84,6626,28
85,6634,30
100,7120,1490
101,7121,740
102,7116,810
103,7125,825
104,7114,1692
105,7123,644
106,7124,395
107,7115,310
108,7127,150
109,7113,895
110,7122,1470
111,7119,430
112,7175,210
113,7074,792
150,5327,18
151,5326,15
152,5331,8
153,5409,5
154,5227,20
155,5225,25
156,5207,30
157,15004,15
158,5328,15
159,5325,10
160,5408,10
161,5230,10
162,5407,19
163,5410,10
164,5334,55
165,5416,14
166,5337,20
167,5415,0
175,5336,10
176,5335,5
177,5221,65
178,5228,40
200,9200,2
201,19201,2
202,19202,2
203,7073,50
