0,5407,3
1,5408,6
2,5410,6
3,5409,5
4,5403,4
5,5415,2
7,5112,2
8,5116,0
9,5414,5
10,5323,3
11,5332,0
12,15004,3
13,5226,16
16,5224,3
17,5232,9
25,5210,3
26,5205,1
27,15007,1
28,5225,4
29,5207,7
30,5218,2
31,5221,2
32,5329,5
33,5330,5
34,5328,4
35,5230,5
36,5331,3
37,5231,3
38,5327,8
39,5325,3
40,5336,6
41,5227,6
42,5335,2
43,5229,1
44,5334,10
45,5337,6
46,5228,6
50,6628,21
51,6641,50
52,6622,79
53,6632,25
54,6638,29
55,6645,31
56,6623,38
57,6646,51
58,6620,35
59,6652,146
60,6653,0
61,6654,0
62,6655,0
64,6674,6
65,16001,19
66,6644,7
67,6535,10
68,6537,2
75,6625,47
76,6636,56
77,6640,75
78,6630,14
79,6647,40
80,6651,26
81,6627,47
82,6637,15
83,6642,41
84,6626,28
85,6634,30
100,7120,1490
101,7121,800
102,7116,810
103,7125,825
104,7114,1692
105,7123,644
106,7124,460
107,7115,340
108,7127,160
109,7113,935
110,7122,1470
111,7119,430
112,7175,210
113,7074,296
150,5327,24
151,5326,15
152,5331,8
153,5409,5
154,5227,20
155,5225,25
156,5207,30
157,15004,15
158,5328,15
159,5325,10
160,5408,10
161,5230,10
162,5407,19
163,5410,10
164,5334,0
165,5416,14
166,5337,20
167,5415,7
175,5336,10
176,5335,5
177,5221,65
178,5228,40
200,9200,2
201,19201,2
202,19202,2
203,7073,50
