*,0,62,99,99
0,1,5000
0,2,5001
0,3,5005
0,4,5006
0,5,5007
0,6,5008
0,7,5009
0,9,5171
0,10,5112
0,11,5140
0,12,5141
0,13,5142
0,14,5108
0,15,5100
0,16,5170
0,18,5414
0,19,5334
0,20,5340
0,21,5416
0,22,5231
0,23,5331
0,24,5228
0,25,5328
0,26,5227
0,27,5225
0,28,5327
0,29,5419
0,30,5329
0,31,5330
0,32,5411
0,33,5230
0,34,5232
0,35,5425
0,36,5422
0,37,5427
0,38,5415
0,39,5335
0,40,5343
0,41,5407
0,42,5332
0,43,5410
0,44,5323
0,45,5324
0,46,5326
0,47,5403
0,48,5341
0,49,5441
0,50,5442
0,51,5322
0,52,5339
0,53,5336
0,54,5200
0,56,6200
0,58,6618
0,59,6641
0,60,6652
0,61,11512
*,1,68,99,99
1,0,6632
1,1,6638
1,2,6659
1,3,6645
1,4,6650
1,5,6643
1,6,6628
1,7,6665
1,8,6662
1,9,6642
1,10,6660
1,11,6647
1,12,6654
1,13,6658
1,14,6655
1,15,6657
1,16,6625
1,17,6663
1,18,6622
1,19,6674
1,20,6648
1,21,6629
1,22,6639
1,23,6653
1,24,6636
1,25,6671
1,26,6656
1,27,6630
1,28,6637
1,29,6634
1,30,6635
1,31,6664
1,32,6684
1,33,6600
1,35,7305
1,36,7074
1,37,7071
1,38,7130
1,39,7131
1,40,7132
1,41,7133
1,42,7134
1,43,7135
1,44,7136
1,45,7137
1,46,7182
1,47,7100
1,49,9200
1,51,9232
1,52,9305
1,53,9280
1,54,9270
1,55,1540
1,56,9295
1,58,8724
1,59,8704
1,60,8708
1,62,????
1,65,????
